case,mask_id,mode,prompt,dice,iou,gt_pos,pred_pos,bp_pred_pos,slices_used
s0484,8,structured,emphysema,0.0,0.0,27162,785,52,8
s0484,9,structured,emphysema,0.0,0.0,31810,1002,217,7
s0484,10,structured,lesion,0.0,0.0,36565,587,87,8
s0487,1,structured,lesion,0.0,0.0,683,4258,2198,30
s0487,2,structured,lesion,0.0,0.0,21,1322,134,18
s0487,3,structured,lesion,0.001272264631043257,0.0006365372374283895,467,1105,229,13
s0487,4,structured,lesion,0.006798866855524079,0.0034110289937464467,2481,1049,63,15
s0497,1,structured,lesion,0.0,0.0,182,5005,3614,29
s0497,2,structured,lesion,0.002844950213371266,0.0014245014245014246,10246,1002,192,14
s0497,3,structured,emphysema,0.0,0.0,31018,1748,893,10
s0497,4,structured,emphysema,0.0,0.0,40142,681,89,8
s0498,1,structured,lesion,0.05755822578252485,0.029631892469833512,1427,5314,3256,30
s0498,2,structured,lesion,0.0,0.0,180,1270,127,19
s0498,3,structured,cyst,0.0,0.0,59,692,210,5
s0498,4,structured,lesion,0.0,0.0,186,1520,245,19
s0498,5,structured,emphysema,0.0010157084566485123,0.0005081122752917265,48915,8188,5850,15
s0498,6,structured,emphysema,0.0,0.0,75586,1321,288,12
s0498,7,structured,emphysema,0.0,0.0,16650,4335,2476,10
s0498,8,structured,emphysema,0.0,0.0,61665,815,121,9
s0498,9,structured,emphysema,0.0,0.0,82334,636,162,7
s0498,10,structured,lesion,0.0,0.0,65857,871,72,13
s0500,1,structured,nodule,0.0,0.0,24,1769,437,11
s0500,2,structured,lesion,0.0,0.0,0,6736,4306,32
s0500,3,structured,cyst,0.0,0.0,0,1834,348,13
s0500,4,structured,lesion,0.0,0.0,73,1606,382,20
s0500,5,structured,calcification,0.0,0.0,0,12860,6841,29
s0500,6,structured,lesion,0.0,0.0,2563,1248,170,17
s0500,7,structured,lesion,0.010227137590676656,0.005139851781018408,7273,1136,148,15
s0500,8,structured,lesion,0.0,0.0,37738,585,56,8
s0501,1,structured,calcification,0.0,0.0,264,10972,5302,22
s0501,2,structured,lesion,0.0,0.0,1023,6764,3228,26
s0501,3,structured,calcification,0.02336937565399372,0.011822833950944063,224,5510,2424,15
s0502,1,structured,lesion,0.0,0.0,541,5984,3471,30
s0502,2,structured,effusion,0.0,0.0,7274,3292,733,25
s0502,3,structured,calcification,0.0,0.0,13,25517,18426,26
s0502,4,structured,cyst,0.0,0.0,28,8551,3341,18
s0502,5,structured,lesion,0.0,0.0,80,1110,233,11
s0502,6,structured,mass,0.013596337809681688,0.006844700333813126,56780,8973,2925,24
s0502,7,structured,cyst,0.0,0.0,54,992,878,8
s0502,8,structured,lesion,0.0,0.0,1348,1601,343,14
s0502,9,structured,calcification,0.17896481138512527,0.09827641580130607,1483,8776,3319,19
s0502,10,structured,lesion,0.0,0.0,179,628,73,10
s0503,1,structured,calcification,0.0,0.0,28,803,603,5
s0503,2,structured,calcification,0.0,0.0,47,319,129,3
s0503,3,structured,aneurysm,0.0,0.0,295,6798,4705,12
s0503,4,structured,emphysema,0.0,0.0,35469,509,105,5
s0503,5,structured,emphysema,0.0,0.0,38943,188,15,3
s0507,1,structured,nodule,0.0,0.0,71,1938,497,13
s0507,2,structured,lesion,0.0,0.0,45,5986,3299,28
s0507,3,structured,lesion,0.0,0.0,0,1800,688,16
s0507,4,structured,cyst,0.0,0.0,1136,1610,449,11
s0507,5,structured,nodule,0.0,0.0,29,640,75,8
s0507,6,structured,lesion,0.0,0.0,34411,924,134,13
s0510,1,structured,lesion,0.0,0.0,81,6296,3522,30
s0510,2,structured,calcification,0.0,0.0,8,22871,22144,11
s0510,3,structured,lesion,0.0,0.0,92491,1239,331,16
s0514,1,structured,tumor,0.0012441174879645157,0.0006224459419230873,22077,14897,15113,28
s0514,2,structured,lesion,0.0,0.0,2805,37518,29290,31
s0514,3,structured,cyst,0.00020034860657544126,0.00010018433918409874,1462,48451,82346,22
s0514,4,structured,lesion,0.0,0.0,204,3735,3137,24
s0516,1,structured,lesion,0.0,0.0,24,5402,2817,28
s0516,2,structured,calcification,0.013454638646847771,0.0067728826678707344,2664,12944,10391,22
s0516,3,structured,cyst,0.0,0.0,40,1598,487,13
s0516,4,structured,stone,0.0,0.0,0,24491,13616,27
s0516,5,structured,lesion,0.0,0.0,26,1423,380,17
s0516,6,structured,lesion,0.0,0.0,46,1015,112,13
s0516,7,structured,emphysema,0.0,0.0,28689,2460,613,13
s0516,8,structured,emphysema,0.0,0.0,30716,992,117,11
s0516,9,structured,emphysema,0.0,0.0,13385,666,76,6
s0516,10,structured,emphysema,0.0,0.0,36893,603,86,5
s0516,11,structured,emphysema,0.0,0.0,34123,706,81,7
s0519,1,structured,mass,0.0,0.0,130,9466,6648,24
s0519,2,structured,lesion,0.0,0.0,50,4650,2710,27
s0519,3,structured,lymph node,0.0,0.0,1267,1088,179,14
s0519,4,structured,calcification,0.0004005607850991388,0.00020032051282051281,411,4582,2161,19
s0519,5,structured,cyst,0.0,0.0,0,1096,270,6
s0519,6,structured,cyst,0.0,0.0,0,171,25,3
s0519,7,structured,emphysema,0.0,0.0,22232,2607,615,19
s0519,8,structured,emphysema,0.0,0.0,27016,722,74,9
s0519,9,structured,emphysema,0.0,0.0,6498,806,144,8
s0519,10,structured,emphysema,0.0,0.0,21707,868,196,7
s0519,11,structured,emphysema,0.0,0.0,22531,491,41,7
s0519,12,structured,lesion,0.0,0.0,25694,1200,206,18
s0521,1,structured,calcification,0.0,0.0,0,19658,11008,27
s0521,2,structured,lesion,0.00452153896744492,0.002265892143533968,18298,6030,2142,23
s0521,3,structured,fracture,0.009397921760391198,0.004721145357540399,3884,22292,12498,27
s0536,1,structured,nodule,0.0,0.0,0,6726,2506,23
s0536,2,structured,calcification,0.00034572169403630077,0.00017289073305670817,232,11338,6606,27
s0536,3,structured,calculus,0.0,0.0,0,6423,1589,24
s0536,4,structured,cyst,0.0,0.0,13,3309,1371,8
s0536,5,structured,cyst,0.0,0.0,0,455,41,7
s0536,6,structured,lesion,0.0,0.0,5078,5488,3740,30
s0536,7,structured,lesion,0.0,0.0,156,1374,209,18
s0536,8,structured,calcification,0.0,0.0,10,1323,240,12
s0536,9,structured,lesion,0.0,0.0,262,715,146,11
s0536,10,structured,lesion,0.0,0.0,285,1122,165,18
s0543,1,structured,lesion,0.0,0.0,557,4454,1579,29
s0543,2,structured,calculus,0.0,0.0,97,10299,7669,28
s0543,3,structured,lesion,0.0,0.0,6574,1124,158,14
s0543,4,structured,mass,0.20640375031290537,0.11507815671944782,31470,12473,7254,22
s0543,5,structured,lesion,0.002366222178403293,0.0011845124990745996,39945,626,87,12
s0546,1,structured,nodule,0.0,0.0,0,1866,1114,8
s0546,2,structured,lesion,0.0,0.0,33,4323,2121,30
s0546,3,structured,lesion,0.0,0.0,373,1364,154,19
s0546,4,structured,cyst,0.0,0.0,15,1951,522,10
s0546,5,structured,calculus,0.0,0.0,0,10684,6746,19
s0548,1,structured,cyst,0.0,0.0,856,8307,5169,21
s0548,2,structured,cyst,0.0,0.0,27,1693,328,17
s0548,3,structured,calcification,0.0002606768909936134,0.00013035543582167377,136,22881,19484,30
s0548,4,structured,lesion,0.0,0.0,171,7796,5017,27
s0548,5,structured,effusion,0.0,0.0,690,3861,1049,22
s0548,6,structured,lesion,0.0,0.0,58811,974,139,17
s0548,7,structured,lesion,0.0,0.0,14177,524,138,10
s0548,8,structured,lesion,0.0,0.0,22249,479,40,9
s0548,9,structured,lesion,0.0,0.0,4693,406,32,7
s0549,1,structured,nodule,0.0,0.0,179,2539,1318,15
s0549,2,structured,cyst,0.0,0.0,1175,1859,701,13
s0549,3,structured,lesion,0.0,0.0,324,4843,2498,31
s0550,1,structured,effusion,0.009023687178844466,0.004532292584665743,3234,4745,2463,30
s0550,2,structured,calcification,0.0,0.0,199,10888,9212,25
s0550,3,structured,nodule,0.0,0.0,15,3422,1630,19
s0550,4,structured,lymph node,0.0,0.0,96,1025,107,12
s0550,5,structured,calcification,0.05619146722164412,0.028907922912205567,690,3154,1256,17
s0550,6,structured,calcification,0.0,0.0,182,1731,409,17
s0550,7,structured,emphysema,0.00031548727008865195,0.00015776852202448568,29684,2013,549,18
s0550,8,structured,emphysema,0.0,0.0,25076,1800,312,14
s0550,9,structured,emphysema,0.0,0.0,11944,673,133,9
s0550,10,structured,emphysema,0.0,0.0,24611,726,131,8
s0550,11,structured,emphysema,0.0,0.0,9704,753,45,10
s0551,1,structured,cyst,0.0,0.0,229,4970,3147,16
s0551,2,structured,lesion,0.0,0.0,391,4342,2171,26
s0551,3,structured,lesion,0.0,0.0,111,1290,304,16
s0551,4,structured,lesion,0.0,0.0,66,1373,168,21
s0551,5,structured,lesion,0.002305327868852459,0.001153994101807924,7101,707,81,9
s0551,6,structured,lesion,0.0,0.0,391,782,64,10
s0551,7,structured,fracture,0.0,0.0,2494,10562,5744,21
s0551,8,structured,fracture,0.0,0.0,395,2554,634,18
s0551,9,structured,fracture,0.0,0.0,482,2567,508,18
s0551,10,structured,lesion,0.0,0.0,457,817,70,9
s0551,11,structured,lesion,0.0,0.0,1467,399,15,8
s0561,1,structured,mass,0.059041256657939876,0.030418604651162792,2157,19997,17799,28
s0561,2,structured,lesion,0.0,0.0,218,6804,4266,31
s0561,3,structured,lesion,0.0,0.0,293,2501,548,24
s0561,4,structured,lesion,0.0,0.0,0,1289,158,17
s0561,5,structured,cyst,0.0,0.0,575,12926,6668,17
s0561,6,structured,lesion,0.0,0.0,0,825,96,10
s0561,7,structured,calcification,0.0,0.0,247,8795,3467,24
s0561,8,structured,calcification,0.0,0.0,314,2881,879,19
s0561,9,structured,calcification,0.0,0.0,210,2769,412,16
s0561,10,structured,lesion,0.0,0.0,8376,1116,134,12
s0561,11,structured,lesion,0.0,0.0,584,1062,127,13
s0561,12,structured,lesion,0.09012875536480687,0.04719101123595506,575,823,89,11
s0571,1,structured,cyst,0.0,0.0,0,2985,1010,14
s0571,2,structured,lesion,0.0,0.0,68,4876,3310,28
s0571,3,structured,cyst,0.0,0.0,109,450,91,5
s0571,4,structured,opacity,0.0,0.0,37,9983,5254,20
s0571,5,structured,lesion,0.0,0.0,4833,1108,204,17
s0571,6,structured,emphysema,0.0,0.0,24947,3785,1283,17
s0571,7,structured,emphysema,0.0,0.0,22113,1060,104,11
s0571,8,structured,lesion,0.0,0.0,291,1214,156,16
s0571,9,structured,lesion,0.0,0.0,295,767,77,10
s0574,1,structured,cyst,0.0,0.0,0,2346,710,11
s0574,2,structured,nodule,0.0,0.0,8,1927,510,14
s0574,3,structured,cyst,0.0,0.0,54,616,81,8
s0574,4,structured,lesion,0.0,0.0,213,6248,3609,31
s0574,5,structured,lesion,0.0,0.0,273,1265,349,20
s0574,6,structured,calcification,0.0,0.0,0,13249,7761,18
s0574,7,structured,lesion,0.0,0.0,6032,1133,216,17
s0574,8,structured,lesion,0.0,0.0,822,860,120,13
s0574,9,structured,lesion,0.0,0.0,984,546,55,9
s0574,10,structured,fracture,0.08482261936516404,0.04428969359331476,1392,2357,510,14
s0587,1,structured,mass,0.05421548357454629,0.027863046044864226,2066,10993,9005,30
s0587,2,structured,lymph node,0.0,0.0,17,1966,382,18
s0587,3,structured,thickening,0.0,0.0,711,8802,4370,25
s0587,4,structured,thickening,0.0,0.0,71,1999,448,23
s0587,5,structured,lesion,0.0,0.0,43,3059,852,23
s0587,6,structured,cyst,0.0,0.0,0,5857,1988,21
s0587,7,structured,cyst,0.0,0.0,166,1285,168,13
s0587,8,structured,lesion,0.0,0.0,23,444,26,7
s0587,9,structured,lesion,0.0,0.0,5,640,71,10
s0587,10,structured,lesion,0.0,0.0,205,325,71,5
s0587,11,structured,lesion,0.0,0.0,65,248,8,4
s0587,12,structured,lesion,0.014147606696533836,0.007124198527665638,8364,118,7,2
s0587,13,structured,lesion,0.0,0.0,6436,334,9,5
s0587,14,structured,mass,0.0,0.0,11772,1585,223,19
s0595,1,structured,lesion,0.0,0.0,726,38863,20694,32
s0595,2,structured,lesion,0.0,0.0,306,7256,3088,30
s0595,3,structured,lesion,0.0,0.0,7672,3752,1830,26
s0595,4,structured,lesion,0.052442433115932385,0.026927282668124657,4572,2941,808,21
s0595,5,structured,lesion,0.0,0.0,127153,1578,292,18
s0603,1,structured,nodule,0.0,0.0,0,4418,1802,25
s0605,1,structured,effusion,0.00013293894778822825,6.647389237876824e-05,23414,6675,3218,30
s0605,2,structured,lesion,0.0,0.0,251,1580,208,22
s0605,3,structured,effusion,0.03201219512195122,0.016266460108443067,4707,1853,204,21
s0605,4,structured,lesion,0.0,0.0,7765,964,76,13
s0605,5,structured,atelectasis,0.0,0.0,5118,6188,4491,27
s0605,6,structured,atelectasis,0.0018603319977103605,0.0009310320131776839,11868,2108,514,21
s0608,1,structured,lesion,0.0,0.0,32,17369,14655,32
s0608,2,structured,lesion,0.0,0.0,167,3070,1310,25
s0608,3,structured,lesion,0.0,0.0,39,1542,525,19
s0608,4,structured,lesion,0.013422818791946308,0.006756756756756757,479,1607,435,18
s0608,5,structured,lesion,0.0,0.0,1488,1440,836,16
s0608,6,structured,lesion,0.0,0.0,44420,649,150,12
s0608,7,structured,emphysema,0.003259888814506505,0.0016326054633975687,99734,3337,937,20
s0608,8,structured,emphysema,0.0,0.0,127194,2700,421,15
s0627,1,structured,lesion,0.0,0.0,2688,4731,2685,31
s0627,2,structured,lesion,0.0,0.0,1605,1480,125,22
s0627,3,structured,lesion,0.0,0.0,1509,1174,103,16
s0627,4,structured,lesion,0.0,0.0,250,1005,110,15
s0627,5,structured,lesion,0.14972067039106146,0.08091787439613526,372,523,38,8
s0627,6,structured,lesion,0.0,0.0,180,560,37,10
s0627,7,structured,effusion,0.0,0.0,308,1491,181,21
s0627,8,structured,effusion,0.0,0.0,457,429,19,8
s0627,9,structured,lesion,0.0,0.0,2630,475,25,9
s0633,1,structured,lesion,0.24280824411914645,0.13817970822281167,4969,22493,13931,32
s0652,1,structured,lesion,0.0,0.0,2890,17863,10558,31
s0652,2,structured,lesion,0.02102461743180306,0.010623991393222162,5190,9840,2527,26
s0652,3,structured,lesion,0.0,0.0,123,7870,2113,19
s0652,4,structured,lesion,0.0,0.0,2461,1357,229,13
s0652,5,structured,thickening,0.011990479920465159,0.006031399648420925,91663,7916,3790,15
s0669,1,structured,cyst,0.0,0.0,3500,2522,990,10
s0669,2,structured,nodule,0.0,0.0,98,1828,609,15
s0669,3,structured,aneurysm,0.0029754525167369206,0.0014899428855227217,6376,9756,7110,18
s0669,4,structured,lesion,0.0,0.0,2826,2769,1315,25
s0675,1,structured,lesion,0.0,0.0,1834,3302,1875,29
s0675,2,structured,calcification,0.0,0.0,69,1396,502,14
s0675,3,structured,lesion,0.03353421461897356,0.017053037417824133,19343,1233,75,22
s0675,4,structured,lesion,0.007753941586973378,0.0038920601971977166,26177,906,190,14
s0685,1,structured,lesion,0.0,0.0,24051,9015,5406,32
s0685,2,structured,nodule,0.0,0.0,102,3820,1378,16
s0692,1,structured,cyst,0.0,0.0,33,5618,2509,19
s0692,2,structured,thickening,0.0,0.0,363,9025,4163,26
s0692,3,structured,cyst,0.0,0.0,522,1249,225,13
s0692,4,structured,lesion,0.0,0.0,10726,4494,2619,29
s0692,5,structured,lesion,0.009263821819256923,0.004653465346534653,8914,1233,200,19
s0692,6,structured,lesion,0.0,0.0,17113,1111,244,15
s0697,1,structured,lesion,0.0,0.0,795,3661,1449,28
s0697,2,structured,lesion,0.0,0.0,113,871,143,13
s0697,3,structured,thickening,0.0,0.0,12956,3625,3258,15
s0707,1,structured,hematoma,0.006787276246923022,0.0034051941200450827,81190,2496,583,22
s0707,2,structured,aneurysm,0.00492676431424767,0.0024694653941133285,3789,11231,6331,26
s0724,1,structured,calcification,0.4216009100161648,0.2671066605977849,4068,12635,8116,28
s0724,2,structured,lesion,0.0,0.0,744,8154,5032,31
s0736,1,structured,lesion,0.0,0.0,1567,17778,12608,32
s0736,2,structured,lesion,0.0,0.0,1264,2158,1157,27
s0736,3,structured,calcification,0.0,0.0,40865,490,619,6
s0740,1,structured,lesion,0.11063829787234042,0.05855855855855856,3755,7760,5019,24
s0740,2,structured,lesion,0.0,0.0,4220,1929,403,18
s0740,3,structured,lesion,0.0,0.0,2165,1232,211,11
s0751,1,structured,lesion,0.0,0.0,519,6083,2887,31
s0751,2,structured,lesion,0.0,0.0,2785,1966,355,25
s0751,3,structured,calcification,0.00554735910298023,0.002781394247839981,1068,15877,13444,22
s0751,4,structured,cyst,0.0,0.0,0,7751,3792,19
s0751,5,structured,lesion,0.03260869565217391,0.016574585635359115,3385,1215,116,16
s0751,6,structured,calcification,0.0,0.0,56,2370,692,19
s0751,7,structured,emphysema,0.0,0.0,41080,5139,1770,25
s0751,8,structured,emphysema,0.0007208437665983762,0.00036055183407025066,50985,1731,392,17
s0751,9,structured,emphysema,0.0,0.0,13283,1477,228,16
s0751,10,structured,emphysema,0.0,0.0,39275,1322,254,14
s0751,11,structured,emphysema,0.0,0.0,32079,800,123,9
s0751,12,structured,lesion,0.0,0.0,43066,823,184,11
s0751,13,structured,calcification,0.0,0.0,1302,940,121,8
s0774,1,structured,calcification,0.10332969211473884,0.05447952218430034,23441,25993,17560,29
s0783,1,structured,fracture,0.0,0.0,638,8914,4417,13
s0791,1,structured,lesion,0.0,0.0,426,45256,37569,31
s0791,2,structured,aneurysm,0.10324508257946717,0.05443248446661416,1642,10407,12445,22
s0791,3,structured,aneurysm,0.0,0.0,79164,2446,1195,17
s0791,4,structured,cyst,0.005004114120669678,0.0025083330527591666,6168,53383,53493,29
s0804,1,structured,lesion,0.0,0.0,26,5154,3603,31
s0804,2,structured,lesion,0.0,0.0,149,555,70,11
s0804,3,structured,effusion,0.0,0.0,187,1789,478,23
s0804,4,structured,lesion,0.011136890951276101,0.0055996266915538965,1536,619,72,9
s0837,1,structured,nodule,0.0,0.0,21,83467,69327,32
s0840,1,structured,lesion,0.0,0.0,2251,10061,8061,31
s0840,2,structured,lesion,0.0,0.0,470,2249,1072,26
s0840,3,structured,calcification,0.012041792102001063,0.0060573668270087295,2888,2759,1363,14
s0840,4,structured,emphysema,0.0016166859002653706,0.0008089968970711119,185783,2256,345,16
s0840,5,structured,emphysema,1.4954724571360206e-05,7.4774181970449245e-06,132632,1105,159,12
s0840,6,structured,emphysema,0.0,0.0,72923,540,80,6
s0840,7,structured,emphysema,2.8436558039014957e-05,1.4218481181840156e-05,210707,289,19,4
s0840,8,structured,emphysema,0.0,0.0,177595,369,20,5
s0858,1,structured,lesion,0.0,0.0,1661,5256,2485,30
s0858,2,structured,lesion,0.0,0.0,1411,1739,406,19
s0858,3,structured,lesion,0.0,0.0,15410,1128,141,14
s0858,4,structured,lesion,0.0,0.0,3409,492,98,6
s0858,5,structured,effusion,0.0,0.0,55651,1317,146,15
s0895,1,structured,tumor,0.0,0.0,961,4262,2567,30
s0931,1,structured,lesion,0.0,0.0,2081,10935,7282,32
s0931,2,structured,lesion,0.0,0.0,1093,1898,518,19
s0931,3,structured,lesion,0.0063462435837610826,0.003183222544705552,9070,1645,632,17
s0931,4,structured,lesion,0.030707610146862484,0.015593220338983051,344,1154,187,13
s0931,5,structured,lesion,0.0,0.0,315,856,77,12
s0931,6,structured,cyst,0.0,0.0,460,15861,7201,23
s0931,7,structured,lesion,0.0,0.0,128,853,52,12
s0931,8,structured,lesion,0.0,0.0,1252,672,46,10
s1004,1,structured,lesion,0.16378326562286027,0.08919604236066225,16560,5347,3189,24
s1004,2,structured,lesion,0.007866233687650014,0.003948647335169286,48557,1022,182,13
s1004,3,structured,lesion,0.0,0.0,516,1159,133,15
s1004,4,structured,lesion,0.0,0.0,4520,1107,129,12
s1013,1,structured,calcification,0.00010527423939362039,5.263989050902774e-05,499,18499,15243,12
s1013,2,structured,thickening,0.02923686818632309,0.014835302992205179,156,3880,1596,14
s1013,3,structured,lesion,0.0,0.0,8230,4495,2286,26
s1013,4,structured,nodule,0.0,0.0,137,1047,640,6
s1013,5,structured,lesion,0.0,0.0,81342,899,239,11
s1025,1,structured,calcification,0.0021737500936961245,0.0010880576295351368,3118,23564,19135,14
s1025,2,structured,calcification,0.0,0.0,308,2560,1248,12
s1025,3,structured,effusion,0.0,0.0,3353,17592,12536,29
s1025,4,structured,emphysema,0.0,0.0,185855,5368,1851,16
s1025,5,structured,emphysema,3.118203291263574e-05,1.559125953990193e-05,126886,1393,243,11
s1025,6,structured,emphysema,0.0,0.0,54651,1310,112,13
s1025,7,structured,emphysema,0.0,0.0,298687,455,31,5
s1025,8,structured,emphysema,0.0,0.0,140754,964,136,8
s1026,1,structured,lymph node,0.0,0.0,3105,6939,3338,26
s1026,2,structured,lesion,0.0,0.0,297,5678,6221,31
s1026,3,structured,calcification,0.0,0.0,1635,5665,3952,11
s1026,4,structured,calcification,0.0,0.0,362,736,144,8
s1062,1,structured,nodule,0.0,0.0,1423,2275,1200,14
s1062,2,structured,calcification,0.0,0.0,52,12984,8030,20
s1062,3,structured,calcification,0.0,0.0,0,2192,210,15
s1062,4,structured,lesion,0.0,0.0,373,4927,2870,31
s1062,5,structured,calcification,0.0,0.0,11,1048,156,10
s1062,6,structured,lesion,0.0,0.0,557,1380,163,23
s1062,7,structured,lesion,0.0,0.0,48816,811,57,13
s1077,1,structured,nodule,0.0,0.0,87,3578,1818,16
s1077,2,structured,lesion,0.00641025641025641,0.003215434083601286,494,3874,1720,27
s1077,3,structured,lesion,0.0,0.0,763,1638,282,23
s1077,4,structured,lesion,0.0,0.0,100,1007,227,14
s1077,5,structured,lesion,0.0,0.0,63,769,69,9
s1077,6,structured,cyst,0.0,0.0,136,8208,4441,22
s1094,1,structured,lesion,0.0,0.0,52,3354,1173,23
s1094,2,structured,lesion,0.0,0.0,89,1620,214,18
s1094,3,structured,calcification,0.0,0.0,9,2365,1231,11
s1142,1,structured,lesion,0.0,0.0,611,4146,2204,25
s1142,2,structured,lesion,0.0,0.0,534,1362,311,20
s1142,3,structured,lesion,0.0,0.0,13286,846,170,11
s1142,4,structured,calcification,0.0,0.0,129,37310,28998,18
s1142,5,structured,lesion,0.0,0.0,46,1003,124,13
s1142,6,structured,cyst,0.0,0.0,40,17126,11559,19
s1142,7,structured,lesion,0.0,0.0,101789,691,61,9
s1208,1,structured,lesion,0.0,0.0,513,6026,3192,29
s1208,2,structured,lesion,0.0,0.0,478,1825,355,20
s1208,3,structured,lesion,0.022671266633809757,0.011465603190428714,874,1155,97,12
s1208,4,structured,lesion,0.0,0.0,24,802,52,11
s1226,1,structured,lesion,0.0,0.0,641,4936,2804,31
s1226,2,structured,lesion,0.009787670692240904,0.0049179027524391215,10953,1716,277,23
s1226,3,structured,effusion,0.13692307692307693,0.07349298100743187,1434,1166,163,15
s1226,4,structured,lesion,0.0,0.0,444,593,68,9
s1226,5,structured,thickening,0.010151221809429125,0.0051015041548332805,36438,1784,841,18
s1292,1,structured,cyst,0.0,0.0,58,1177,203,9
s1292,2,structured,cyst,0.0,0.0,80,483,26,6
s1292,3,structured,lesion,0.06316847975134839,0.03261433898145089,60512,5122,2835,29
s1292,4,structured,lesion,0.006329113924050633,0.0031746031746031746,55381,1183,158,19
s1334,1,structured,lesion,0.0,0.0,914,4572,2787,25
s1334,2,structured,lesion,0.0,0.0,3864,1415,274,15
s1334,3,structured,thickening,0.04131652661064426,0.021094029317125493,3205,11075,4945,23
s1334,4,structured,lesion,0.015164520743919885,0.007640190283984431,6393,597,65,8
s1334,5,structured,cyst,0.0,0.0,1210,2827,1265,12
s1334,6,structured,effusion,0.0,0.0,6474,1913,345,20
s1344,1,structured,lesion,0.0,0.0,12117,8771,4567,32
s1344,2,structured,thickening,0.0009707391485230897,0.00048560527228581337,1194,13228,7444,23
s1344,3,structured,cyst,0.0,0.0,183,7616,2724,27
s1344,4,structured,nodule,0.0,0.0,134,6163,2566,23
s1349,1,structured,nodule,0.0,0.0,121,2738,1312,17
s1349,2,structured,cyst,0.0,0.0,37,2985,1064,14
s1349,3,structured,lesion,0.0,0.0,2900,5481,2410,31
s1357,1,structured,fracture,0.0,0.0,1423,12916,7084,31
s1359,1,structured,fracture,0.0,0.0,3128,21226,16181,27
s1369,1,structured,calcification,0.0,0.0,0,12577,6898,20
s1369,2,structured,tumor,0.0,0.0,69,3565,1496,21
s1371,1,structured,calcification,0.0,0.0,11,10818,9160,31
s1371,2,structured,cyst,0.0,0.0,328,4545,1417,23
s1371,3,structured,lesion,0.06322730799069046,0.03264570398557981,1090,4066,1849,29
s1378,1,structured,lesion,0.26848982072318445,0.15506106977397163,7132,9323,4503,32
s1378,2,structured,nodule,0.0,0.0,1276,0,0,0
s1380,1,structured,calcification,0.0,0.0,5,3222,854,15
s1380,2,structured,calculus,0.0,0.0,0,4284,1968,16
s1380,3,structured,lesion,0.0,0.0,23,3575,1413,29
s1384,1,structured,emphysema,0.0,0.0,12542,1864,658,15
s1384,2,structured,emphysema,0.0,0.0,10554,957,76,12
s1384,3,structured,calcification,0.0,0.0,5,744,181,6
s1384,4,structured,cyst,0.0,0.0,10,1173,333,8
s1384,5,structured,tumor,0.0,0.0,4,2502,681,23
s1384,6,structured,stone,0.0,0.0,0,2820,619,7
s1384,7,structured,lesion,0.0,0.0,0,2904,1340,27
s1388,1,structured,lesion,0.0,0.0,0,4592,1670,29
s1397,1,structured,atelectasis,0.0,0.0,183,8828,4790,21
s1397,2,structured,lesion,0.0,0.0,0,4338,3219,30
s1397,3,structured,mass,0.0,0.0,532,2226,624,14
s1397,4,structured,cyst,0.0,0.0,161,680,199,6
s1397,5,structured,tumor,0.0,0.0,16,3235,1182,17
s1397,6,structured,lesion,0.0,0.0,519,1368,115,20
s1397,7,structured,lesion,0.03222172149616945,0.01637467078896141,7883,993,158,14
s1399,1,structured,fracture,0.022609278177859654,0.011433895146946727,1116,10826,11289,32
